state,edu,age,female,black,sum,size,edu_age,edu_female,edu_black,female_black
36,1,4,1,1,0,1,4,2,2,4
36,2,1,0,0,3,4,5,3,3,1
36,2,1,1,0,5,9,5,4,3,3
36,2,2,0,0,5,7,6,3,3,1
36,2,2,1,0,5,8,6,4,3,3
36,2,3,0,0,2,2,7,3,3,1
36,2,3,1,0,7,11,7,4,3,3
36,2,4,0,0,2,2,8,3,3,1
36,2,4,1,0,2,3,8,4,3,3
36,3,1,0,0,3,5,9,5,5,1
36,3,1,1,0,2,2,9,6,5,3
36,3,2,0,0,4,7,10,5,5,1
36,3,2,1,0,4,5,10,6,5,3
36,3,3,0,0,1,3,11,5,5,1
36,3,3,1,0,2,2,11,6,5,3
36,3,4,1,0,2,3,12,6,5,3
36,4,1,0,0,1,2,13,7,7,1
36,4,1,0,1,1,1,13,7,8,2
36,4,1,1,0,3,3,13,8,7,3
36,4,1,1,1,0,1,13,8,8,4
36,4,2,0,0,2,3,14,7,7,1
36,4,2,1,0,0,3,14,8,7,3
36,4,2,1,1,0,1,14,8,8,4
36,4,3,0,0,5,6,15,7,7,1
36,4,3,1,0,2,2,15,8,7,3
37,1,1,0,0,1,1,1,1,1,1
37,1,2,1,0,0,1,2,2,1,3
37,1,3,0,0,1,1,3,1,1,1
37,1,3,1,0,0,1,3,2,1,3
37,2,1,0,0,0,2,5,3,3,1
37,2,1,1,0,1,1,5,4,3,3
37,2,2,0,1,1,1,6,3,4,2
37,2,2,1,0,0,1,6,4,3,3
37,2,2,1,1,0,1,6,4,4,4
37,2,3,1,0,1,1,7,4,3,3
37,3,1,0,0,2,2,9,5,5,1
37,3,1,1,0,1,1,9,6,5,3
37,3,2,0,0,0,1,10,5,5,1
37,3,3,1,0,0,1,11,6,5,3
37,4,3,0,0,1,1,15,7,7,1
37,4,3,1,0,2,2,15,8,7,3
38,1,1,1,0,0,2,1,2,1,3
38,1,3,1,0,0,1,3,2,1,3
38,1,4,0,0,1,2,4,1,1,1
38,1,4,1,0,1,1,4,2,1,3
38,2,1,1,0,0,1,5,4,3,3
38,2,2,0,0,1,2,6,3,3,1
38,2,2,1,0,0,3,6,4,3,3
38,2,3,0,0,1,2,7,3,3,1
38,2,3,1,0,1,1,7,4,3,3
38,2,4,1,0,0,1,8,4,3,3
38,3,2,1,0,0,1,10,6,5,3
38,4,2,0,0,0,2,14,7,7,1
38,4,2,1,0,0,1,14,8,7,3
38,4,4,1,0,1,1,16,8,7,3
39,1,1,0,0,0,1,1,1,1,1
39,1,2,1,0,1,1,2,2,1,3
39,1,3,1,0,0,2,3,2,1,3
39,1,4,0,0,1,4,4,1,1,1
39,2,1,0,0,3,5,5,3,3,1
39,2,1,1,0,4,9,5,4,3,3
39,2,2,0,0,3,5,6,3,3,1
39,2,2,1,0,3,8,6,4,3,3
39,2,3,0,0,2,7,7,3,3,1
39,2,3,1,0,6,11,7,4,3,3
39,2,4,0,0,1,3,8,3,3,1
39,2,4,1,0,3,4,8,4,3,3
39,3,1,0,0,2,2,9,5,5,1
39,3,1,1,0,5,6,9,6,5,3
39,3,2,1,0,0,3,10,6,5,3
39,3,2,1,1,0,1,10,6,6,4
39,3,3,0,0,1,1,11,5,5,1
39,3,3,1,0,2,3,11,6,5,3
39,3,4,0,0,1,1,12,5,5,1
39,3,4,1,0,1,2,12,6,5,3
39,4,1,0,0,1,3,13,7,7,1
39,4,1,1,0,2,2,13,8,7,3
39,4,2,0,0,4,10,14,7,7,1
39,4,2,1,0,2,4,14,8,7,3
39,4,3,0,0,1,2,15,7,7,1
39,4,3,1,0,1,2,15,8,7,3
39,4,4,0,0,0,1,16,7,7,1
39,4,4,1,0,1,2,16,8,7,3
40,1,2,0,0,1,1,2,1,1,1
40,1,3,0,0,0,1,3,1,1,1
40,1,4,1,0,0,1,4,2,1,3
40,2,1,1,0,1,1,5,4,3,3
40,2,1,1,1,0,1,5,4,4,4
40,2,2,0,0,1,1,6,3,3,1
40,3,1,0,0,1,1,9,5,5,1
40,3,2,1,0,0,2,10,6,5,3
40,3,3,0,0,1,2,11,5,5,1
40,4,2,1,0,0,2,14,8,7,3
40,4,4,1,0,0,1,16,8,7,3
41,1,3,1,0,2,3,3,2,1,3
41,1,3,1,1,1,1,3,2,2,4
41,1,4,1,0,0,2,4,2,1,3
41,2,1,0,0,0,2,5,3,3,1
41,2,1,0,1,2,2,5,3,4,2
41,2,1,1,0,0,1,5,4,3,3
41,2,2,0,0,1,1,6,3,3,1
41,2,2,1,0,1,1,6,4,3,3
41,2,3,0,0,1,1,7,3,3,1
41,2,3,1,0,1,1,7,4,3,3
41,2,3,1,1,1,1,7,4,4,4
41,2,4,1,0,0,1,8,4,3,3
41,3,1,0,0,0,1,9,5,5,1
41,3,1,1,0,1,1,9,6,5,3
41,3,2,1,1,0,1,10,6,6,4
41,3,4,1,0,2,2,12,6,5,3
41,4,2,0,0,0,1,14,7,7,1
41,4,2,0,1,0,1,14,7,8,2
41,4,2,1,0,3,4,14,8,7,3
41,4,3,0,0,3,3,15,7,7,1
41,4,4,1,0,1,2,16,8,7,3
42,2,2,0,0,0,2,6,3,3,1
42,2,2,1,0,1,2,6,4,3,3
42,3,2,1,0,1,1,10,6,5,3
42,4,1,1,0,1,1,13,8,7,3
43,1,2,0,0,1,1,2,1,1,1
43,1,2,1,0,2,2,2,2,1,3
43,1,3,0,0,1,1,3,1,1,1
43,1,3,0,1,1,1,3,1,2,2
43,1,3,1,0,0,1,3,2,1,3
43,1,4,1,0,0,2,4,2,1,3
43,2,1,0,1,0,1,5,3,4,2
43,2,1,1,0,2,3,5,4,3,3
43,2,1,1,1,1,1,5,4,4,4
43,2,2,1,0,1,4,6,4,3,3
43,2,3,0,0,5,5,7,3,3,1
43,2,3,1,0,1,4,7,4,3,3
43,2,4,0,0,1,1,8,3,3,1
43,2,4,1,0,2,4,8,4,3,3
43,3,1,0,1,0,1,9,5,6,2
43,3,1,1,0,1,1,9,6,5,3
43,3,2,0,0,1,2,10,5,5,1
43,3,2,1,0,2,2,10,6,5,3
43,3,2,1,1,0,1,10,6,6,4
43,3,3,0,0,1,1,11,5,5,1
43,3,3,1,0,2,2,11,6,5,3
43,4,1,1,0,2,2,13,8,7,3
43,4,2,0,0,2,2,14,7,7,1
43,4,2,1,0,3,4,14,8,7,3
43,4,3,0,0,2,3,15,7,7,1
43,4,3,1,0,0,1,15,8,7,3
43,4,4,1,0,1,1,16,8,7,3
44,1,1,0,0,0,1,1,1,1,1
44,1,2,1,0,2,3,2,2,1,3
44,1,2,1,1,0,1,2,2,2,4
44,1,3,0,0,0,1,3,1,1,1
44,1,3,1,0,2,2,3,2,1,3
44,1,4,0,0,1,2,4,1,1,1
44,1,4,1,0,3,5,4,2,1,3
44,2,1,0,0,3,3,5,3,3,1
44,2,1,1,0,2,3,5,4,3,3
44,2,2,0,0,2,3,6,3,3,1
44,2,2,1,0,5,12,6,4,3,3
44,2,2,1,1,0,2,6,4,4,4
44,2,3,0,0,3,6,7,3,3,1
44,2,3,1,0,2,6,7,4,3,3
44,2,3,1,1,0,4,7,4,4,4
44,2,4,0,0,1,1,8,3,3,1
44,2,4,1,0,1,2,8,4,3,3
44,2,4,1,1,0,1,8,4,4,4
44,3,1,0,0,2,3,9,5,5,1
44,3,1,1,0,4,7,9,6,5,3
44,3,1,1,1,0,1,9,6,6,4
44,3,2,0,0,1,2,10,5,5,1
44,3,2,0,1,0,2,10,5,6,2
44,3,2,1,0,3,5,10,6,5,3
44,3,2,1,1,0,1,10,6,6,4
44,3,3,0,0,1,2,11,5,5,1
44,3,3,1,0,3,3,11,6,5,3
44,3,3,1,1,0,1,11,6,6,4
44,3,4,0,0,2,2,12,5,5,1
44,4,1,0,0,2,3,13,7,7,1
44,4,1,1,0,3,4,13,8,7,3
44,4,1,1,1,0,1,13,8,8,4
44,4,2,0,0,5,6,14,7,7,1
44,4,2,1,0,7,12,14,8,7,3
44,4,2,1,1,1,1,14,8,8,4
44,4,3,0,0,4,6,15,7,7,1
44,4,3,1,0,2,5,15,8,7,3
44,4,4,0,0,2,3,16,7,7,1
44,4,4,1,0,6,8,16,8,7,3
45,2,2,0,0,0,1,6,3,3,1
45,2,2,1,0,1,1,6,4,3,3
45,2,3,1,0,1,1,7,4,3,3
45,2,4,1,0,1,1,8,4,3,3
45,3,1,0,0,1,1,9,5,5,1
45,3,1,1,0,1,1,9,6,5,3
45,3,4,0,0,1,1,12,5,5,1
45,4,1,0,0,2,2,13,7,7,1
45,4,2,0,0,1,1,14,7,7,1
45,4,2,1,0,1,1,14,8,7,3
45,4,3,0,0,1,1,15,7,7,1
46,1,3,0,0,1,1,3,1,1,1
46,2,2,0,0,1,1,6,3,3,1
47,1,1,1,0,1,1,1,2,1,3
47,1,2,0,0,1,1,2,1,1,1
47,1,2,1,0,0,1,2,2,1,3
47,1,3,0,0,1,1,3,1,1,1
47,1,4,1,0,0,1,4,2,1,3
47,1,4,1,1,0,1,4,2,2,4
47,2,1,0,0,0,2,5,3,3,1
47,2,1,1,0,1,1,5,4,3,3
47,2,1,1,1,1,1,5,4,4,4
47,2,2,0,0,1,1,6,3,3,1
47,2,2,1,0,3,5,6,4,3,3
47,2,3,0,0,1,1,7,3,3,1
47,2,3,1,0,1,2,7,4,3,3
47,2,3,1,1,1,1,7,4,4,4
47,2,4,0,0,1,1,8,3,3,1
47,2,4,1,0,1,1,8,4,3,3
47,3,1,0,0,4,5,9,5,5,1
47,3,1,1,0,2,2,9,6,5,3
47,3,1,1,1,0,1,9,6,6,4
47,3,2,0,0,3,3,10,5,5,1
47,3,2,1,0,2,2,10,6,5,3
47,3,3,0,0,2,2,11,5,5,1
47,3,3,1,0,1,1,11,6,5,3
47,3,4,1,0,3,3,12,6,5,3
47,4,1,0,0,1,2,13,7,7,1
47,4,1,1,0,1,2,13,8,7,3
47,4,2,0,0,2,6,14,7,7,1
47,4,2,1,0,1,2,14,8,7,3
47,4,2,1,1,0,1,14,8,8,4
47,4,3,0,0,0,1,15,7,7,1
47,4,3,1,0,2,3,15,8,7,3
47,4,3,1,1,0,1,15,8,8,4
47,4,4,1,0,3,3,16,8,7,3
48,1,1,1,0,1,2,1,2,1,3
48,1,3,0,0,1,1,3,1,1,1
48,1,3,1,0,1,1,3,2,1,3
48,1,4,1,0,0,1,4,2,1,3
48,2,1,0,0,1,2,5,3,3,1
48,2,1,1,0,2,4,5,4,3,3
48,2,2,0,0,2,5,6,3,3,1
48,2,2,1,0,1,2,6,4,3,3
48,2,3,0,0,1,1,7,3,3,1
48,2,3,1,0,0,2,7,4,3,3
48,2,4,0,0,2,2,8,3,3,1
48,2,4,1,0,0,3,8,4,3,3
48,3,1,0,0,2,3,9,5,5,1
48,3,1,1,0,1,3,9,6,5,3
48,3,2,0,0,2,3,10,5,5,1
48,3,2,1,0,2,3,10,6,5,3
48,3,2,1,1,0,1,10,6,6,4
48,3,3,0,0,1,2,11,5,5,1
48,3,3,1,0,2,3,11,6,5,3
48,3,4,0,0,0,1,12,5,5,1
48,3,4,1,0,2,2,12,6,5,3
48,4,1,0,0,1,1,13,7,7,1
48,4,1,1,0,1,1,13,8,7,3
48,4,2,0,0,1,1,14,7,7,1
48,4,2,1,0,1,1,14,8,7,3
48,4,3,0,0,2,3,15,7,7,1
48,4,3,1,0,0,1,15,8,7,3
48,4,4,0,0,0,1,16,7,7,1
48,4,4,1,0,1,1,16,8,7,3
49,1,1,1,0,1,1,1,2,1,3
49,1,3,0,0,1,1,3,1,1,1
49,1,3,1,0,1,1,3,2,1,3
49,1,4,0,0,0,1,4,1,1,1
49,1,4,1,0,2,2,4,2,1,3
49,2,1,0,0,2,2,5,3,3,1
49,2,1,0,1,1,1,5,3,4,2
49,2,2,0,0,2,2,6,3,3,1
49,2,2,1,0,1,4,6,4,3,3
49,2,3,0,0,1,2,7,3,3,1
49,2,3,1,0,0,1,7,4,3,3
49,2,4,1,0,1,2,8,4,3,3
49,3,2,0,0,0,2,10,5,5,1
49,3,2,1,0,1,3,10,6,5,3
49,3,3,0,0,1,1,11,5,5,1
49,3,3,1,0,0,1,11,6,5,3
49,4,1,1,0,0,1,13,8,7,3
49,4,4,1,0,1,1,16,8,7,3
50,1,1,0,0,1,2,1,1,1,1
50,1,2,0,0,1,2,2,1,1,1
50,2,1,0,0,0,2,5,3,3,1
50,2,1,1,0,3,5,5,4,3,3
50,2,1,1,1,0,1,5,4,4,4
50,2,2,0,0,1,3,6,3,3,1
50,2,2,1,0,3,7,6,4,3,3
50,2,3,0,0,2,2,7,3,3,1
50,2,3,1,0,1,2,7,4,3,3
50,2,4,0,0,0,2,8,3,3,1
50,2,4,1,0,0,1,8,4,3,3
50,3,1,0,0,0,1,9,5,5,1
50,3,1,1,0,1,3,9,6,5,3
50,3,2,0,0,4,5,10,5,5,1
50,3,3,0,0,0,3,11,5,5,1
50,3,3,1,0,1,2,11,6,5,3
50,3,4,0,0,3,3,12,5,5,1
50,4,1,0,0,0,1,13,7,7,1
50,4,1,1,0,2,2,13,8,7,3
50,4,2,0,0,2,3,14,7,7,1
50,4,2,1,0,1,5,14,8,7,3
50,4,2,1,1,0,1,14,8,8,4
50,4,4,1,0,0,1,16,8,7,3
51,3,2,0,0,2,2,10,5,5,1
